Date,device_id,device_type,brand,sales_quantity,price,region
2023-02-13,164,Samsung Phone,Samsung,2,931.05,East
2023-02-14,161,Samsung Phone,Samsung,56,946.57,West
2023-02-14,431,Samsung Phone,Samsung,30,785.24,South
2023-02-14,13,Apple Watch,Apple,22,600.2,South
2023-02-14,296,Samsung Watch,Samsung,75,193.89,West
2023-02-14,89,Apple Watch,Apple,81,710.93,West
2023-02-15,324,Apple Watch,Apple,100,233.33,East
2023-02-15,42,iPhone,Apple,13,733.87,South
2023-02-15,403,Apple Watch,Apple,71,546.07,West
2023-02-15,210,iPhone,Apple,16,1265.47,North
2023-02-15,229,iPhone,Apple,97,668.63,East
2023-02-16,350,Apple Watch,Apple,45,752.46,East
2023-02-16,275,Samsung Watch,Samsung,65,685.48,East
2023-02-16,442,Samsung Watch,Samsung,11,483.27,East
2023-02-16,279,Samsung Watch,Samsung,70,414.68,North
2023-02-16,251,Samsung Watch,Samsung,20,557.77,East
2023-02-17,310,Samsung Watch,Samsung,99,330.6,East
2023-02-17,208,Apple Watch,Apple,63,495.96,West
2023-02-17,321,Apple Watch,Apple,90,749.69,South
2023-02-17,140,Samsung Phone,Samsung,12,1164.52,East
2023-02-17,280,Samsung Watch,Samsung,62,659.89,West
2023-02-18,34,Apple Watch,Apple,94,357.47,West
2023-02-18,309,Samsung Phone,Samsung,92,585.98,South
2023-02-18,392,Samsung Watch,Samsung,91,313.72,West
2023-02-18,18,iPhone,Apple,42,997.18,West
2023-02-18,57,Samsung Phone,Samsung,83,651.33,East
2023-02-19,112,Apple Watch,Apple,69,424.53,East
2023-02-19,5,iPhone,Apple,58,1158.57,West
2023-02-19,410,iPhone,Apple,5,1286.27,North
2023-02-19,414,iPhone,Apple,27,1262.0,South
2023-02-19,182,Samsung Phone,Samsung,28,1051.54,West
2023-02-20,13,Apple Watch,Apple,26,219.31,West
2023-02-20,339,iPhone,Apple,91,642.96,North
2023-02-20,285,Samsung Watch,Samsung,49,584.16,South
2023-02-20,259,iPhone,Apple,21,1079.77,West
2023-02-20,90,iPhone,Apple,1,1120.33,West
2023-02-21,104,Samsung Phone,Samsung,92,442.07,East
2023-02-21,379,Samsung Phone,Samsung,58,604.25,West
2023-02-21,186,Apple Watch,Apple,79,583.01,North
2023-02-21,250,Samsung Watch,Samsung,55,622.55,West
2023-02-21,255,Samsung Phone,Samsung,81,1133.59,South
2023-02-22,76,iPhone,Apple,26,1050.38,South
2023-02-22,386,Apple Watch,Apple,84,527.28,North
2023-02-22,459,iPhone,Apple,25,1349.74,West
2023-02-22,108,iPhone,Apple,77,1083.86,West
2023-02-22,156,Samsung Phone,Samsung,33,813.49,West
2023-02-23,82,Apple Watch,Apple,89,743.05,West
2023-02-23,77,Samsung Watch,Samsung,72,584.46,West
2023-02-23,485,Samsung Watch,Samsung,69,649.99,South
2023-02-23,470,Samsung Phone,Samsung,6,574.6,East
2023-02-23,460,Samsung Phone,Samsung,23,819.5,South
2023-02-24,258,Apple Watch,Apple,30,705.48,East
2023-02-24,127,Samsung Watch,Samsung,78,211.13,South
2023-02-24,485,Samsung Watch,Samsung,54,587.06,North
2023-02-24,391,Samsung Watch,Samsung,87,250.64,West
2023-02-24,282,iPhone,Apple,11,1327.31,East
2023-02-25,474,Samsung Watch,Samsung,31,486.6,South
2023-02-25,88,iPhone,Apple,6,773.91,East
2023-02-25,204,Apple Watch,Apple,11,484.01,West
2023-02-25,16,iPhone,Apple,77,1213.71,North
2023-02-25,151,Apple Watch,Apple,12,580.31,West
2023-02-26,424,Samsung Watch,Samsung,66,384.99,South
2023-02-26,254,Samsung Watch,Samsung,53,644.65,South
2023-02-26,188,Apple Watch,Apple,99,511.56,East
2023-02-26,329,Samsung Phone,Samsung,36,804.69,North
2023-02-26,32,Apple Watch,Apple,17,237.35,North
2023-02-27,271,Samsung Phone,Samsung,28,1137.7,South
2023-02-27,485,iPhone,Apple,92,759.4,East
2023-02-27,397,iPhone,Apple,22,1075.51,West
2023-02-27,5,iPhone,Apple,7,1323.21,West
2023-02-27,459,Samsung Watch,Samsung,15,268.5,South
2023-02-28,330,iPhone,Apple,96,1074.64,South
2023-02-28,308,Samsung Phone,Samsung,11,592.55,West
2023-02-28,333,iPhone,Apple,24,1283.73,West
2023-02-28,169,Apple Watch,Apple,67,538.6,West
2023-02-28,181,Apple Watch,Apple,30,713.59,East
2023-03-01,366,Samsung Watch,Samsung,70,642.01,North
2023-03-01,178,Apple Watch,Apple,66,589.24,South
2023-03-01,143,Samsung Phone,Samsung,61,980.31,South
2023-03-01,362,iPhone,Apple,78,1094.3,East
2023-03-01,248,Samsung Watch,Samsung,41,361.44,West
2023-03-02,127,iPhone,Apple,82,1183.31,East
2023-03-02,263,iPhone,Apple,51,1417.46,West
2023-03-02,40,Samsung Phone,Samsung,44,733.34,South
2023-03-02,412,Apple Watch,Apple,95,388.65,North
2023-03-02,416,Apple Watch,Apple,13,433.06,East
2023-03-03,355,iPhone,Apple,90,991.86,West
2023-03-03,255,Samsung Watch,Samsung,12,190.46,South
2023-03-03,143,Apple Watch,Apple,82,499.07,North
2023-03-03,240,Samsung Watch,Samsung,9,421.87,East
2023-03-03,228,Apple Watch,Apple,85,553.07,East
2023-03-04,341,Samsung Watch,Samsung,48,349.55,South
2023-03-04,198,Samsung Phone,Samsung,49,890.49,East
2023-03-04,65,Samsung Watch,Samsung,53,633.02,South
2023-03-04,388,Samsung Phone,Samsung,56,1164.38,East
2023-03-04,11,Samsung Phone,Samsung,40,866.89,North
2023-03-05,108,Samsung Watch,Samsung,24,173.43,North
2023-03-05,26,Samsung Phone,Samsung,98,1175.39,East
2023-03-05,445,iPhone,Apple,72,1235.28,South
2023-03-05,421,Samsung Phone,Samsung,33,668.77,West
2023-03-05,151,Apple Watch,Apple,23,288.29,East
2023-03-06,221,Samsung Watch,Samsung,77,228.88,West
2023-03-06,341,iPhone,Apple,54,750.97,South
2023-03-06,496,Samsung Watch,Samsung,53,175.06,West
2023-03-06,237,Apple Watch,Apple,49,741.29,East
2023-03-06,237,Apple Watch,Apple,78,524.46,North
2023-03-07,497,Apple Watch,Apple,78,619.98,South
2023-03-07,219,Samsung Phone,Samsung,80,1062.49,North
2023-03-07,487,Samsung Phone,Samsung,49,1033.23,North
2023-03-07,424,Samsung Watch,Samsung,60,635.43,North
2023-03-07,461,Samsung Watch,Samsung,90,681.99,East
2023-03-08,151,iPhone,Apple,90,995.16,South
2023-03-08,123,iPhone,Apple,65,1455.3,West
2023-03-08,144,Samsung Watch,Samsung,32,547.81,North
2023-03-08,478,Samsung Phone,Samsung,79,456.53,West
2023-03-08,189,Apple Watch,Apple,21,609.07,South
2023-03-09,255,Samsung Watch,Samsung,18,527.69,South
2023-03-09,68,iPhone,Apple,94,1415.27,West
2023-03-09,104,Samsung Phone,Samsung,60,698.35,West
2023-03-09,336,Samsung Watch,Samsung,13,471.7,North
2023-03-09,159,Samsung Watch,Samsung,24,156.7,West
2023-03-10,309,Samsung Phone,Samsung,30,665.66,West
2023-03-10,362,Samsung Watch,Samsung,2,184.23,East
2023-03-10,409,Samsung Phone,Samsung,83,817.5,North
2023-03-10,300,Apple Watch,Apple,25,690.47,North
2023-03-10,396,Samsung Phone,Samsung,50,565.15,South
2023-03-11,90,Samsung Phone,Samsung,14,821.95,West
2023-03-11,357,Samsung Phone,Samsung,6,563.21,East
2023-03-11,256,Samsung Watch,Samsung,76,216.38,South
2023-03-11,496,Samsung Watch,Samsung,84,431.05,East
2023-03-11,353,Samsung Phone,Samsung,87,463.32,North
2023-03-12,220,Samsung Watch,Samsung,30,473.05,West
2023-03-12,9,iPhone,Apple,30,628.2,East
2023-03-12,12,iPhone,Apple,38,696.04,South
2023-03-12,325,Samsung Watch,Samsung,58,452.5,North
2023-03-12,438,Samsung Watch,Samsung,94,475.27,East
2023-03-13,244,Samsung Phone,Samsung,41,423.19,East
2023-03-13,182,Apple Watch,Apple,94,544.03,South
2023-03-13,284,Samsung Watch,Samsung,57,611.18,East
2023-03-13,312,iPhone,Apple,36,1250.08,North
2023-03-13,99,Samsung Phone,Samsung,64,504.95,East
2023-03-14,197,Samsung Watch,Samsung,98,475.86,West
2023-03-14,482,iPhone,Apple,16,1205.03,West
2023-03-14,366,iPhone,Apple,88,633.51,South
2023-03-14,226,Apple Watch,Apple,78,713.21,West
2023-03-14,333,Samsung Phone,Samsung,90,1125.01,West
2023-03-15,103,Samsung Phone,Samsung,72,1080.36,East
2023-03-15,106,Apple Watch,Apple,14,694.78,North
2023-03-15,365,Apple Watch,Apple,31,646.98,North
2023-03-15,368,Samsung Phone,Samsung,66,906.75,East
2023-03-15,58,Samsung Phone,Samsung,68,942.9,West
2023-03-16,78,Samsung Watch,Samsung,65,593.52,East
2023-03-16,75,Samsung Watch,Samsung,55,514.37,West
2023-03-16,42,Apple Watch,Apple,84,396.64,West
2023-03-16,422,Samsung Watch,Samsung,78,356.78,West
2023-03-16,324,iPhone,Apple,40,1407.35,North
2023-03-17,181,Samsung Watch,Samsung,25,159.42,South
2023-03-17,33,Samsung Watch,Samsung,25,534.35,North
2023-03-17,71,iPhone,Apple,3,1459.3,West
2023-03-17,56,Apple Watch,Apple,69,623.74,East
2023-03-17,105,iPhone,Apple,26,1494.52,East
2023-03-18,200,Samsung Watch,Samsung,40,528.15,West
2023-03-18,101,Apple Watch,Apple,38,220.62,South
2023-03-18,256,Samsung Watch,Samsung,38,604.86,North
2023-03-18,307,iPhone,Apple,68,856.17,North
2023-03-18,74,iPhone,Apple,7,1001.45,West
2023-03-19,171,Samsung Watch,Samsung,94,321.65,West
2023-03-19,377,Samsung Phone,Samsung,30,614.84,South
2023-03-19,143,Samsung Phone,Samsung,19,745.12,North
2023-03-19,166,iPhone,Apple,35,940.88,South
2023-03-19,399,iPhone,Apple,33,1170.0,North
2023-03-20,261,Samsung Phone,Samsung,33,1050.52,South
2023-03-20,221,Samsung Phone,Samsung,78,637.67,South
2023-03-20,83,Samsung Watch,Samsung,38,267.55,South
2023-03-20,182,Samsung Watch,Samsung,10,516.79,East
2023-03-20,307,Samsung Phone,Samsung,57,936.26,East
2023-03-21,10,Samsung Watch,Samsung,28,645.62,East
2023-03-21,396,Samsung Watch,Samsung,78,158.77,North
2023-03-21,4,Apple Watch,Apple,100,711.82,South
2023-03-21,351,Samsung Watch,Samsung,38,436.55,West
2023-03-21,402,iPhone,Apple,16,1159.17,West
2023-03-22,336,Samsung Watch,Samsung,21,200.25,North
2023-03-22,488,Samsung Watch,Samsung,92,387.94,North
2023-03-22,292,Samsung Phone,Samsung,97,581.84,West
2023-03-22,281,iPhone,Apple,6,828.8,South
2023-03-22,215,Samsung Watch,Samsung,41,427.25,East
2023-03-23,460,Samsung Watch,Samsung,15,596.85,North
2023-03-23,98,Apple Watch,Apple,3,646.27,North
2023-03-23,420,Samsung Watch,Samsung,43,475.05,North
2023-03-23,101,Samsung Watch,Samsung,47,446.68,West
2023-03-23,451,Apple Watch,Apple,99,456.38,East
2023-03-24,9,Samsung Phone,Samsung,14,1178.17,South
2023-03-24,61,Samsung Watch,Samsung,66,458.11,South
2023-03-24,309,Apple Watch,Apple,29,352.38,West
2023-03-24,146,iPhone,Apple,4,807.08,North
2023-03-24,427,Samsung Phone,Samsung,26,889.08,West
2023-03-25,419,iPhone,Apple,12,1070.54,West
2023-03-25,63,iPhone,Apple,2,606.93,South
2023-03-25,121,Apple Watch,Apple,17,698.04,East
2023-03-25,226,Samsung Watch,Samsung,35,537.27,South
2023-03-25,105,Apple Watch,Apple,10,597.1,West
2023-03-26,462,Apple Watch,Apple,86,241.27,West
2023-03-26,260,Apple Watch,Apple,43,417.23,North
2023-03-26,349,Apple Watch,Apple,21,761.23,North
2023-03-26,425,Samsung Phone,Samsung,15,1090.07,West
2023-03-26,255,Samsung Watch,Samsung,35,307.05,South
2023-03-27,429,iPhone,Apple,85,741.35,North
2023-03-27,434,iPhone,Apple,85,1004.18,East
2023-03-27,207,Samsung Watch,Samsung,85,345.71,East
2023-03-27,28,iPhone,Apple,60,1214.0,West
2023-03-27,170,Samsung Watch,Samsung,44,681.54,East
2023-03-28,336,iPhone,Apple,96,926.7,East
2023-03-28,76,Apple Watch,Apple,5,237.33,North
2023-03-28,116,iPhone,Apple,73,1407.85,North
2023-03-28,69,Samsung Watch,Samsung,18,170.87,South
2023-03-28,354,Samsung Watch,Samsung,21,674.02,North
2023-03-29,234,Samsung Watch,Samsung,72,515.52,South
2023-03-29,1,Samsung Watch,Samsung,98,667.93,North
2023-03-29,167,Samsung Watch,Samsung,74,259.81,West
2023-03-29,352,Samsung Phone,Samsung,51,432.56,South
2023-03-29,218,Samsung Phone,Samsung,41,790.57,West
2023-03-30,273,iPhone,Apple,24,1005.56,South
2023-03-30,368,Samsung Watch,Samsung,24,332.32,East
2023-03-30,251,iPhone,Apple,96,1461.89,South
2023-03-30,347,Samsung Watch,Samsung,97,602.42,South
2023-03-30,344,Samsung Watch,Samsung,38,513.87,South
2023-03-31,419,Samsung Phone,Samsung,44,530.29,South
2023-03-31,174,Samsung Phone,Samsung,57,987.46,South
2023-03-31,170,Apple Watch,Apple,59,636.21,East
2023-03-31,246,Samsung Phone,Samsung,34,740.05,South
2023-03-31,423,Apple Watch,Apple,75,754.87,West
2023-04-01,90,Apple Watch,Apple,95,300.19,South
2023-04-01,49,Apple Watch,Apple,82,360.4,South
2023-04-01,446,Apple Watch,Apple,23,237.93,West
2023-04-01,294,Apple Watch,Apple,86,677.27,North
2023-04-01,407,iPhone,Apple,43,1159.58,North
2023-04-02,150,Samsung Phone,Samsung,82,651.95,East
2023-04-02,132,Apple Watch,Apple,40,298.29,South
2023-04-02,433,Samsung Watch,Samsung,47,172.08,South
2023-04-02,59,Samsung Phone,Samsung,41,533.4,North
2023-04-02,457,Samsung Phone,Samsung,47,762.63,South
2023-04-03,324,Apple Watch,Apple,20,348.31,East
2023-04-03,199,iPhone,Apple,77,833.08,West
2023-04-03,215,Apple Watch,Apple,65,725.35,South
2023-04-03,386,iPhone,Apple,68,1063.62,West
2023-04-03,49,Samsung Watch,Samsung,24,551.09,East
2023-04-04,472,Samsung Phone,Samsung,100,428.57,North
2023-04-04,232,Samsung Watch,Samsung,36,350.84,East
2023-04-04,247,iPhone,Apple,45,1031.25,East
2023-04-04,382,iPhone,Apple,2,767.78,East
2023-04-04,479,Samsung Watch,Samsung,28,216.11,East
2023-04-05,239,iPhone,Apple,26,1383.27,West
2023-04-05,415,Samsung Watch,Samsung,23,666.69,East
2023-04-05,367,Samsung Phone,Samsung,79,463.05,East
2023-04-05,168,Samsung Watch,Samsung,36,341.96,East
2023-04-05,48,Samsung Phone,Samsung,91,1166.63,East
2023-04-06,51,Samsung Watch,Samsung,6,195.74,West
2023-04-06,299,iPhone,Apple,35,1179.28,East
2023-04-06,98,Samsung Watch,Samsung,38,684.72,North
2023-04-06,439,iPhone,Apple,35,1480.4,East
2023-04-06,216,Samsung Watch,Samsung,100,409.17,East
2023-04-07,177,Samsung Watch,Samsung,74,239.51,South
2023-04-07,380,Apple Watch,Apple,94,321.25,South
2023-04-07,474,iPhone,Apple,53,1400.64,South
2023-04-07,80,Apple Watch,Apple,38,747.01,East
