Date,y
"Mar 3, 2024",572
"Mar 3, 2024",484
"Mar 3, 2024",572
"Mar 3, 2024",484
"Mar 3, 2024",572
"Mar 3, 2024",572
"Mar 3, 2024",484
"Mar 3, 2024",572
"Mar 3, 2024",24
"Mar 3, 2024",110
"Mar 3, 2024",572
"Mar 3, 2024",484
"Mar 3, 2024",484
"Mar 3, 2024",484
"Mar 3, 2024",110
"Mar 3, 2024",484
"Mar 3, 2024",572
"Mar 3, 2024",406
"Mar 3, 2024",160
"Mar 3, 2024",484
"Mar 3, 2024",110
"Mar 3, 2024",850
"Mar 3, 2024",110
"Mar 3, 2024",348
"Mar 3, 2024",397
"Mar 3, 2024",110
"Mar 3, 2024",484
"Mar 3, 2024",341.25
"Mar 3, 2024",484
"Mar 3, 2024",572
"Mar 3, 2024",484
"Mar 3, 2024",303
"Mar 3, 2024",441
"Mar 3, 2024",484
"Mar 3, 2024",484
"Mar 3, 2024",484
"Mar 3, 2024",110
"Mar 3, 2024",484
"Mar 3, 2024",441
"Mar 3, 2024",110
"Mar 3, 2024",441
"Mar 3, 2024",484
"Mar 3, 2024",110
"Mar 3, 2024",110
"Mar 3, 2024",572
"Mar 3, 2024",484
"Mar 3, 2024",110
"Mar 3, 2024",397
"Mar 3, 2024",303
"Mar 3, 2024",110
"Mar 3, 2024",441
"Mar 3, 2024",572
"Mar 3, 2024",484
"Mar 3, 2024",472
"Mar 3, 2024",484
"Mar 3, 2024",484
"Mar 3, 2024",484
"Mar 3, 2024",484
"Mar 3, 2024",484
"Mar 3, 2024",397
"Mar 3, 2024",448.025
"Mar 3, 2024",513.333
"Mar 3, 2024",484
"Mar 3, 2024",303
"Mar 3, 2024",441
"Mar 3, 2024",572
"Mar 3, 2024",484
"Mar 3, 2024",528
"Mar 3, 2024",441
"Mar 3, 2024",484
"Mar 3, 2024",484
"Mar 3, 2024",441
"Mar 3, 2024",441
"Mar 3, 2024",441
"Mar 3, 2024",392
"Mar 3, 2024",572
"Mar 3, 2024",397
"Mar 3, 2024",441
"Mar 3, 2024",484
"Mar 3, 2024",172
"Mar 3, 2024",405.714
"Mar 3, 2024",110
"Mar 3, 2024",572
"Mar 3, 2024",303
"Mar 3, 2024",484
"Mar 3, 2024",24
"Mar 3, 2024",484
"Mar 3, 2024",484
"Mar 3, 2024",441
"Mar 3, 2024",110
"Mar 3, 2024",484
"Mar 3, 2024",441
"Mar 3, 2024",110
"Mar 3, 2024",441
"Mar 3, 2024",484
"Mar 3, 2024",484
"Mar 3, 2024",484
"Mar 3, 2024",283.729
"Mar 3, 2024",303
"Mar 3, 2024",441
"Mar 3, 2024",441
"Mar 3, 2024",441
"Mar 3, 2024",484
"Mar 3, 2024",572
"Mar 3, 2024",484
"Mar 3, 2024",160
"Mar 3, 2024",484
"Mar 3, 2024",441
"Mar 3, 2024",110
"Mar 3, 2024",572
"Mar 3, 2024",484
"Mar 3, 2024",572
"Mar 3, 2024",484
"Mar 3, 2024",441
"Mar 3, 2024",441
"Mar 3, 2024",513.333
"Mar 3, 2024",441
"Mar 3, 2024",110
"Mar 3, 2024",497.549
"Mar 3, 2024",441
"Mar 3, 2024",110
"Mar 3, 2024",441
"Mar 3, 2024",572
"Mar 3, 2024",441
"Mar 3, 2024",484
"Mar 3, 2024",110
"Mar 3, 2024",528
"Mar 3, 2024",484
"Mar 3, 2024",572
"Mar 3, 2024",572
"Mar 3, 2024",448.025
"Mar 3, 2024",110
"Mar 3, 2024",572
"Mar 3, 2024",392
"Mar 3, 2024",172
"Mar 3, 2024",441
"Mar 3, 2024",484
"Mar 3, 2024",572
"Mar 3, 2024",303
"Mar 3, 2024",484
"Mar 3, 2024",110
"Mar 3, 2024",484
"Mar 3, 2024",441
"Mar 3, 2024",484
"Mar 3, 2024",484
"Mar 3, 2024",472
"Mar 3, 2024",24
"Mar 3, 2024",572
"Mar 3, 2024",441
"Mar 3, 2024",484
"Mar 3, 2024",484
"Mar 3, 2024",484
"Mar 3, 2024",484
"Mar 3, 2024",572
"Mar 3, 2024",160
"Mar 3, 2024",484
"Mar 3, 2024",110
"Mar 3, 2024",572
"Mar 3, 2024",572
"Mar 3, 2024",484
"Mar 3, 2024",572
"Mar 3, 2024",441
"Mar 3, 2024",572
"Mar 3, 2024",390.821
"Mar 3, 2024",397
"Mar 3, 2024",441
"Mar 3, 2024",484
"Mar 3, 2024",441
"Mar 3, 2024",484
"Mar 3, 2024",572
"Mar 3, 2024",441
"Mar 3, 2024",94
"Mar 3, 2024",484
"Mar 3, 2024",110
"Mar 3, 2024",572
"Mar 3, 2024",441
"Mar 3, 2024",303
"Mar 3, 2024",572
"Mar 3, 2024",441
"Mar 3, 2024",484
"Mar 3, 2024",441
"Mar 3, 2024",441
"Mar 3, 2024",484
"Mar 3, 2024",110
"Mar 3, 2024",341.25
"Mar 3, 2024",441
"Mar 3, 2024",441
"Mar 3, 2024",484
"Mar 3, 2024",397
"Mar 3, 2024",110
"Mar 3, 2024",484
"Mar 3, 2024",441
"Mar 3, 2024",572
"Mar 3, 2024",572
"Mar 3, 2024",572
"Mar 3, 2024",341.25
"Mar 3, 2024",397
"Mar 3, 2024",303
"Mar 3, 2024",110
"Mar 3, 2024",160
"Mar 3, 2024",572
"Mar 3, 2024",110
"Mar 3, 2024",572
"Mar 3, 2024",572
"Mar 3, 2024",484
"Mar 3, 2024",24
"Mar 3, 2024",572
"Mar 3, 2024",441
"Mar 3, 2024",484
"Mar 3, 2024",572
"Mar 3, 2024",397
"Mar 3, 2024",484
"Mar 3, 2024",441
"Mar 3, 2024",572
"Mar 3, 2024",572
"Mar 3, 2024",392
"Mar 3, 2024",334.186
"Mar 3, 2024",484
"Mar 3, 2024",572
"Mar 3, 2024",110
"Mar 3, 2024",397
"Mar 3, 2024",441
"Mar 3, 2024",94
"Mar 3, 2024",484
"Mar 3, 2024",441
"Mar 3, 2024",172
"Mar 3, 2024",441
"Mar 3, 2024",110
"Mar 3, 2024",110
"Mar 3, 2024",397
"Mar 3, 2024",484
"Mar 3, 2024",484
"Mar 3, 2024",390.821
"Mar 3, 2024",484
"Mar 3, 2024",110
"Mar 3, 2024",110
"Mar 3, 2024",441
"Mar 3, 2024",110
"Mar 3, 2024",484
"Mar 3, 2024",392
"Mar 3, 2024",572
"Mar 3, 2024",571.715
"Mar 3, 2024",528
"Mar 3, 2024",94
"Mar 3, 2024",110
"Mar 3, 2024",484
"Mar 3, 2024",172
"Mar 3, 2024",110
"Mar 3, 2024",484
"Mar 3, 2024",484
"Mar 3, 2024",303
"Mar 3, 2024",390.821
"Mar 3, 2024",659
"Mar 3, 2024",484
"Mar 3, 2024",172
"Mar 3, 2024",484
"Mar 3, 2024",94
"Mar 3, 2024",110
"Mar 3, 2024",172
"Mar 3, 2024",441
"Mar 3, 2024",484
"Mar 3, 2024",572
"Mar 3, 2024",484
"Mar 3, 2024",289.424
"Mar 4, 2024",572
"Mar 4, 2024",484
"Mar 4, 2024",110
"Mar 4, 2024",110
"Mar 4, 2024",572
"Mar 4, 2024",441
"Mar 4, 2024",441
"Mar 4, 2024",110
"Mar 4, 2024",397
"Mar 4, 2024",529
"Mar 4, 2024",397
"Mar 4, 2024",110
"Mar 4, 2024",110
"Mar 4, 2024",397
"Mar 4, 2024",441
"Mar 4, 2024",110
"Mar 4, 2024",406
"Mar 4, 2024",441
"Mar 4, 2024",484
"Mar 4, 2024",397
"Mar 4, 2024",484
"Mar 4, 2024",441
"Mar 4, 2024",484
"Mar 4, 2024",110
"Mar 4, 2024",572
"Mar 4, 2024",484
"Mar 4, 2024",435
"Mar 4, 2024",484
"Mar 4, 2024",441
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",110
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",659
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",441
"Mar 4, 2024",435
"Mar 4, 2024",311
"Mar 4, 2024",572
"Mar 4, 2024",484
"Mar 4, 2024",572
"Mar 4, 2024",441
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",659
"Mar 4, 2024",348
"Mar 4, 2024",572
"Mar 4, 2024",441
"Mar 4, 2024",303
"Mar 4, 2024",572
"Mar 4, 2024",441
"Mar 4, 2024",441
"Mar 4, 2024",435
"Mar 4, 2024",303
"Mar 4, 2024",110
"Mar 4, 2024",348
"Mar 4, 2024",484
"Mar 4, 2024",441
"Mar 4, 2024",484
"Mar 4, 2024",448.025
"Mar 4, 2024",441
"Mar 4, 2024",484
"Mar 4, 2024",572
"Mar 4, 2024",110
"Mar 4, 2024",484
"Mar 4, 2024",110
"Mar 4, 2024",341.25
"Mar 4, 2024",175
"Mar 4, 2024",441
"Mar 4, 2024",484
"Mar 4, 2024",160
"Mar 4, 2024",484
"Mar 4, 2024",441
"Mar 4, 2024",572
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",572
"Mar 4, 2024",484
"Mar 4, 2024",435
"Mar 4, 2024",110
"Mar 4, 2024",659
"Mar 4, 2024",441
"Mar 4, 2024",572
"Mar 4, 2024",110
"Mar 4, 2024",397
"Mar 4, 2024",441
"Mar 4, 2024",441
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",94
"Mar 4, 2024",484
"Mar 4, 2024",110
"Mar 4, 2024",441
"Mar 4, 2024",110
"Mar 4, 2024",397
"Mar 4, 2024",110
"Mar 4, 2024",110
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",110
"Mar 4, 2024",303
"Mar 4, 2024",441
"Mar 4, 2024",110
"Mar 4, 2024",341.25
"Mar 4, 2024",110
"Mar 4, 2024",484
"Mar 4, 2024",441
"Mar 4, 2024",484
"Mar 4, 2024",110
"Mar 4, 2024",441
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",390.821
"Mar 4, 2024",441
"Mar 4, 2024",212
"Mar 4, 2024",441
"Mar 4, 2024",110
"Mar 4, 2024",572
"Mar 4, 2024",397
"Mar 4, 2024",484
"Mar 4, 2024",497.549
"Mar 4, 2024",303
"Mar 4, 2024",441
"Mar 4, 2024",484
"Mar 4, 2024",441
"Mar 4, 2024",160
"Mar 4, 2024",572
"Mar 4, 2024",441
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",572
"Mar 4, 2024",441
"Mar 4, 2024",572
"Mar 4, 2024",484
"Mar 4, 2024",110
"Mar 4, 2024",484
"Mar 4, 2024",572
"Mar 4, 2024",441
"Mar 4, 2024",484
"Mar 4, 2024",303
"Mar 4, 2024",110
"Mar 4, 2024",484
"Mar 4, 2024",94
"Mar 4, 2024",484
"Mar 4, 2024",406
"Mar 4, 2024",341.25
"Mar 4, 2024",484
"Mar 4, 2024",441
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",441
"Mar 4, 2024",441
"Mar 4, 2024",441
"Mar 4, 2024",484
"Mar 4, 2024",94
"Mar 4, 2024",110
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",94
"Mar 4, 2024",206
"Mar 4, 2024",661.239
"Mar 4, 2024",484
"Mar 4, 2024",441
"Mar 4, 2024",303
"Mar 4, 2024",206
"Mar 4, 2024",441
"Mar 4, 2024",434
"Mar 4, 2024",441
"Mar 4, 2024",572
"Mar 4, 2024",303
"Mar 4, 2024",320
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",615
"Mar 4, 2024",441
"Mar 4, 2024",110
"Mar 4, 2024",311
"Mar 4, 2024",303
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",110
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",110
"Mar 4, 2024",441
"Mar 4, 2024",441
"Mar 4, 2024",110
"Mar 4, 2024",572
"Mar 4, 2024",484
"Mar 4, 2024",110
"Mar 4, 2024",303
"Mar 4, 2024",441
"Mar 4, 2024",212
"Mar 4, 2024",572
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",110
"Mar 4, 2024",572
"Mar 4, 2024",484
"Mar 4, 2024",484
"Mar 4, 2024",441
"Mar 4, 2024",572
"Mar 4, 2024",441
"Mar 4, 2024",441
"Mar 5, 2024",484
"Mar 5, 2024",110
"Mar 5, 2024",484
"Mar 5, 2024",160
"Mar 5, 2024",484
"Mar 5, 2024",441
"Mar 5, 2024",484
"Mar 5, 2024",303
"Mar 5, 2024",484
"Mar 5, 2024",572
"Mar 5, 2024",441
"Mar 5, 2024",484
"Mar 5, 2024",484
"Mar 5, 2024",110
"Mar 5, 2024",94
"Mar 5, 2024",484
"Mar 5, 2024",522
"Mar 5, 2024",441
"Mar 5, 2024",484
"Mar 5, 2024",484
"Mar 5, 2024",206
"Mar 5, 2024",441
"Mar 5, 2024",441
"Mar 5, 2024",572
"Mar 5, 2024",484
"Mar 5, 2024",441
"Mar 5, 2024",441
"Mar 5, 2024",441
"Mar 5, 2024",441
"Mar 5, 2024",390.821
"Mar 5, 2024",441
"Mar 5, 2024",441
"Mar 5, 2024",110
"Mar 5, 2024",484
"Mar 5, 2024",441
"Mar 5, 2024",484
"Mar 5, 2024",484
"Mar 5, 2024",397
"Mar 5, 2024",441
"Mar 5, 2024",303
"Mar 5, 2024",572
"Mar 5, 2024",484
"Mar 5, 2024",441
"Mar 5, 2024",484
"Mar 5, 2024",397
"Mar 5, 2024",484
"Mar 5, 2024",303
"Mar 5, 2024",572
"Mar 5, 2024",441
"Mar 5, 2024",448.025
"Mar 5, 2024",172
"Mar 5, 2024",484
"Mar 5, 2024",368
"Mar 5, 2024",110
"Mar 5, 2024",441
"Mar 5, 2024",441
"Mar 5, 2024",484
"Mar 5, 2024",572
"Mar 5, 2024",94
"Mar 5, 2024",206
"Mar 5, 2024",341.25
"Mar 5, 2024",484
"Mar 5, 2024",110
"Mar 5, 2024",435
"Mar 5, 2024",110
"Mar 5, 2024",441
"Mar 5, 2024",484
"Mar 5, 2024",484
"Mar 5, 2024",341.25
"Mar 5, 2024",94
"Mar 5, 2024",303
"Mar 5, 2024",484
"Mar 5, 2024",484
"Mar 5, 2024",441
"Mar 5, 2024",484
"Mar 5, 2024",110
"Mar 5, 2024",572
"Mar 5, 2024",484
"Mar 5, 2024",484
"Mar 5, 2024",448.025
"Mar 5, 2024",435
"Mar 5, 2024",484
"Mar 5, 2024",110
"Mar 5, 2024",110
"Mar 5, 2024",160
"Mar 5, 2024",110
"Mar 5, 2024",110
"Mar 5, 2024",484
"Mar 5, 2024",94
"Mar 5, 2024",303
"Mar 5, 2024",484
"Mar 5, 2024",659
"Mar 5, 2024",110
"Mar 5, 2024",341.25
"Mar 5, 2024",484
"Mar 5, 2024",441
"Mar 5, 2024",441
"Mar 5, 2024",348
"Mar 5, 2024",303
"Mar 5, 2024",110
"Mar 5, 2024",572
"Mar 5, 2024",484
"Mar 5, 2024",484
"Mar 5, 2024",160
"Mar 5, 2024",448.025
"Mar 5, 2024",110
"Mar 5, 2024",572
"Mar 5, 2024",484
"Mar 5, 2024",435
"Mar 5, 2024",397
"Mar 5, 2024",94
"Mar 5, 2024",110
"Mar 5, 2024",484
"Mar 5, 2024",484
"Mar 5, 2024",484
"Mar 5, 2024",484
"Mar 5, 2024",160
"Mar 5, 2024",448.025
"Mar 5, 2024",484
"Mar 5, 2024",484
"Mar 5, 2024",441
"Mar 5, 2024",110
"Mar 5, 2024",484
"Mar 5, 2024",448.025
"Mar 5, 2024",484
"Mar 5, 2024",484
"Mar 5, 2024",283.729
"Mar 5, 2024",172
"Mar 5, 2024",484
"Mar 5, 2024",397
"Mar 5, 2024",435
"Mar 5, 2024",441
"Mar 5, 2024",659
"Mar 5, 2024",160
"Mar 5, 2024",441
"Mar 5, 2024",138
"Mar 5, 2024",441
"Mar 5, 2024",24
"Mar 5, 2024",110
"Mar 5, 2024",110
"Mar 5, 2024",397
"Mar 5, 2024",405.714
"Mar 5, 2024",441
"Mar 5, 2024",110
"Mar 5, 2024",484
"Mar 5, 2024",441
"Mar 5, 2024",484
"Mar 5, 2024",441
"Mar 5, 2024",441
"Mar 5, 2024",572
"Mar 5, 2024",484
"Mar 5, 2024",572
"Mar 5, 2024",441
"Mar 5, 2024",110
"Mar 5, 2024",441
"Mar 5, 2024",484
"Mar 5, 2024",572
"Mar 5, 2024",441
"Mar 5, 2024",110
"Mar 5, 2024",484
"Mar 5, 2024",441
"Mar 5, 2024",311
"Mar 5, 2024",484
"Mar 5, 2024",484
"Mar 5, 2024",484
"Mar 5, 2024",110
"Mar 5, 2024",572
"Mar 5, 2024",441
"Mar 5, 2024",659
"Mar 5, 2024",441
"Mar 5, 2024",572
"Mar 5, 2024",484
"Mar 5, 2024",484
"Mar 5, 2024",110
"Mar 5, 2024",484
"Mar 5, 2024",441
"Mar 5, 2024",484
"Mar 5, 2024",303
"Mar 5, 2024",441
"Mar 5, 2024",484
"Mar 5, 2024",448.025
"Mar 5, 2024",110
"Mar 5, 2024",441
"Mar 5, 2024",484
"Mar 5, 2024",484
"Mar 5, 2024",390.821
"Mar 5, 2024",448.025
"Mar 5, 2024",175
"Mar 5, 2024",441
"Mar 5, 2024",484
"Mar 5, 2024",484
"Mar 5, 2024",110
"Mar 5, 2024",94
"Mar 5, 2024",110
"Mar 5, 2024",484
"Mar 5, 2024",303
"Mar 5, 2024",484
"Mar 5, 2024",441
"Mar 5, 2024",348
"Mar 5, 2024",484
"Mar 5, 2024",484
"Mar 5, 2024",341.25
"Mar 5, 2024",484
"Mar 5, 2024",572
"Mar 5, 2024",441
"Mar 5, 2024",110
"Mar 5, 2024",484
"Mar 5, 2024",406
"Mar 5, 2024",484
"Mar 5, 2024",659
"Mar 5, 2024",160
"Mar 5, 2024",397
"Mar 5, 2024",303
"Mar 5, 2024",110
"Mar 5, 2024",484
"Mar 5, 2024",659
"Mar 5, 2024",441
"Mar 5, 2024",441
"Mar 5, 2024",110
"Mar 5, 2024",484
"Mar 5, 2024",497.549
"Mar 5, 2024",484
"Mar 5, 2024",397
"Mar 5, 2024",441
"Mar 5, 2024",484
"Mar 5, 2024",572
"Mar 5, 2024",448.025
"Mar 5, 2024",484
"Mar 5, 2024",441
"Mar 5, 2024",441
"Mar 5, 2024",341.25
"Mar 5, 2024",441
"Mar 5, 2024",484
"Mar 5, 2024",596.597
"Mar 5, 2024",303
"Mar 5, 2024",441
"Mar 5, 2024",397
"Mar 5, 2024",160
"Mar 5, 2024",110
"Mar 6, 2024",406
"Mar 6, 2024",596.597
"Mar 6, 2024",484
"Mar 6, 2024",448.025
"Mar 6, 2024",448.025
"Mar 6, 2024",484
"Mar 6, 2024",441
"Mar 6, 2024",484
"Mar 6, 2024",484
"Mar 6, 2024",441
"Mar 6, 2024",448.025
"Mar 6, 2024",441
"Mar 6, 2024",497.549
"Mar 6, 2024",441
"Mar 6, 2024",596.597
"Mar 6, 2024",484
"Mar 6, 2024",484
"Mar 6, 2024",484
"Mar 6, 2024",441
"Mar 6, 2024",484
"Mar 6, 2024",484
"Mar 6, 2024",441
"Mar 6, 2024",110
"Mar 6, 2024",484
"Mar 6, 2024",484
"Mar 6, 2024",110
"Mar 6, 2024",484
"Mar 6, 2024",448.025
"Mar 6, 2024",441
"Mar 6, 2024",596.597
"Mar 6, 2024",60
"Mar 6, 2024",497.549
